種別,都道府県,年次,性別,年齢階級,人数
転出者数,青森県,2025年,女,30歳～34歳,653
転出者数,青森県,2025年,女,35歳～39歳,484
転出者数,青森県,2025年,女,40歳～44歳,330
転出者数,青森県,2025年,女,45歳～49歳,282
転出者数,青森県,2025年,女,50歳～54歳,309
転出者数,青森県,2025年,女,55歳～59歳,198
転出者数,青森県,2025年,女,60歳～64歳,151
転出者数,青森県,2025年,女,65歳～69歳,96
転出者数,青森県,2025年,女,70歳～74歳,121
転出者数,青森県,2025年,女,75歳～79歳,95
転出者数,青森県,2025年,女,80歳～84歳,124
転出者数,青森県,2025年,女,85歳～89歳,89
転出者数,青森県,2025年,女,90歳以上,42
転出者数,岩手県,2025年,総数,総数,18316
転出者数,岩手県,2025年,総数,0歳～4歳,623
転出者数,岩手県,2025年,総数,5歳～9歳,387
転出者数,岩手県,2025年,総数,10歳～14歳,230
転出者数,岩手県,2025年,総数,15歳～19歳,2210
転出者数,岩手県,2025年,総数,20歳～24歳,5149
転出者数,岩手県,2025年,総数,25歳～29歳,2800
転出者数,岩手県,2025年,総数,30歳～34歳,1592
転出者数,岩手県,2025年,総数,35歳～39歳,1069
転出者数,岩手県,2025年,総数,40歳～44歳,871
転出者数,岩手県,2025年,総数,45歳～49歳,834
転出者数,岩手県,2025年,総数,50歳～54歳,756
転出者数,岩手県,2025年,総数,55歳～59歳,573
転出者数,岩手県,2025年,総数,60歳～64歳,382
転出者数,岩手県,2025年,総数,65歳～69歳,261
転出者数,岩手県,2025年,総数,70歳～74歳,140
転出者数,岩手県,2025年,総数,75歳～79歳,148
転出者数,岩手県,2025年,総数,80歳～84歳,118
転出者数,岩手県,2025年,総数,85歳～89歳,92
転出者数,岩手県,2025年,総数,90歳以上,81
転出者数,岩手県,2025年,男,総数,10025
転出者数,岩手県,2025年,男,0歳～4歳,315
転出者数,岩手県,2025年,男,5歳～9歳,199
転出者数,岩手県,2025年,男,10歳～14歳,114
転出者数,岩手県,2025年,男,15歳～19歳,1170
転出者数,岩手県,2025年,男,20歳～24歳,2585
転出者数,岩手県,2025年,男,25歳～29歳,1573
転出者数,岩手県,2025年,男,30歳～34歳,933
転出者数,岩手県,2025年,男,35歳～39歳,661
転出者数,岩手県,2025年,男,40歳～44歳,538
転出者数,岩手県,2025年,男,45歳～49歳,526
転出者数,岩手県,2025年,男,50歳～54歳,475
転出者数,岩手県,2025年,男,55歳～59歳,361
転出者数,岩手県,2025年,男,60歳～64歳,237
転出者数,岩手県,2025年,男,65歳～69歳,148
転出者数,岩手県,2025年,男,70歳～74歳,46
転出者数,岩手県,2025年,男,75歳～79歳,67
転出者数,岩手県,2025年,男,80歳～84歳,35
転出者数,岩手県,2025年,男,85歳～89歳,21
転出者数,岩手県,2025年,男,90歳以上,21
転出者数,岩手県,2025年,女,総数,8291
転出者数,岩手県,2025年,女,0歳～4歳,308
転出者数,岩手県,2025年,女,5歳～9歳,188
転出者数,岩手県,2025年,女,10歳～14歳,116
転出者数,岩手県,2025年,女,15歳～19歳,1040
転出者数,岩手県,2025年,女,20歳～24歳,2564
転出者数,岩手県,2025年,女,25歳～29歳,1227
転出者数,岩手県,2025年,女,30歳～34歳,659
転出者数,岩手県,2025年,女,35歳～39歳,408
転出者数,岩手県,2025年,女,40歳～44歳,333
転出者数,岩手県,2025年,女,45歳～49歳,308
転出者数,岩手県,2025年,女,50歳～54歳,281
転出者数,岩手県,2025年,女,55歳～59歳,212
転出者数,岩手県,2025年,女,60歳～64歳,145
転出者数,岩手県,2025年,女,65歳～69歳,113
転出者数,岩手県,2025年,女,70歳～74歳,94
転出者数,岩手県,2025年,女,75歳～79歳,81
転出者数,岩手県,2025年,女,80歳～84歳,83
転出者数,岩手県,2025年,女,85歳～89歳,71
転出者数,岩手県,2025年,女,90歳以上,60
転出者数,宮城県,2025年,総数,総数,41380
転出者数,宮城県,2025年,総数,0歳～4歳,1767
転出者数,宮城県,2025年,総数,5歳～9歳,1025
転出者数,宮城県,2025年,総数,10歳～14歳,491
転出者数,宮城県,2025年,総数,15歳～19歳,2854
転出者数,宮城県,2025年,総数,20歳～24歳,10509
転出者数,宮城県,2025年,総数,25歳～29歳,7342
転出者数,宮城県,2025年,総数,30歳～34歳,4281
転出者数,宮城県,2025年,総数,35歳～39歳,2972
転出者数,宮城県,2025年,総数,40歳～44歳,2350
転出者数,宮城県,2025年,総数,45歳～49歳,1997
転出者数,宮城県,2025年,総数,50歳～54歳,2083
転出者数,宮城県,2025年,総数,55歳～59歳,1508
転出者数,宮城県,2025年,総数,60歳～64歳,784
転出者数,宮城県,2025年,総数,65歳～69歳,424
転出者数,宮城県,2025年,総数,70歳～74歳,265
転出者数,宮城県,2025年,総数,75歳～79歳,255
転出者数,宮城県,2025年,総数,80歳～84歳,192
転出者数,宮城県,2025年,総数,85歳～89歳,174
転出者数,宮城県,2025年,総数,90歳以上,107
転出者数,宮城県,2025年,男,総数,23743
転出者数,宮城県,2025年,男,0歳～4歳,888
転出者数,宮城県,2025年,男,5歳～9歳,533
転出者数,宮城県,2025年,男,10歳～14歳,236
転出者数,宮城県,2025年,男,15歳～19歳,1730
転出者数,宮城県,2025年,男,20歳～24歳,5683
転出者数,宮城県,2025年,男,25歳～29歳,4283
転出者数,宮城県,2025年,男,30歳～34歳,2395
転出者数,宮城県,2025年,男,35歳～39歳,1764
転出者数,宮城県,2025年,男,40歳～44歳,1452
転出者数,宮城県,2025年,男,45歳～49歳,1287
転出者数,宮城県,2025年,男,50歳～54歳,1346
転出者数,宮城県,2025年,男,55歳～59歳,1019
転出者数,宮城県,2025年,男,60歳～64歳,486
転出者数,宮城県,2025年,男,65歳～69歳,268
転出者数,宮城県,2025年,男,70歳～74歳,131
転出者数,宮城県,2025年,男,75歳～79歳,111
転出者数,宮城県,2025年,男,80歳～84歳,56
転出者数,宮城県,2025年,男,85歳～89歳,44
転出者数,宮城県,2025年,男,90歳以上,31
転出者数,宮城県,2025年,女,総数,17637
転出者数,宮城県,2025年,女,0歳～4歳,879
転出者数,宮城県,2025年,女,5歳～9歳,492
転出者数,宮城県,2025年,女,10歳～14歳,255
転出者数,宮城県,2025年,女,15歳～19歳,1124
転出者数,宮城県,2025年,女,20歳～24歳,4826
転出者数,宮城県,2025年,女,25歳～29歳,3059
転出者数,宮城県,2025年,女,30歳～34歳,1886
転出者数,宮城県,2025年,女,35歳～39歳,1208
転出者数,宮城県,2025年,女,40歳～44歳,898
転出者数,宮城県,2025年,女,45歳～49歳,710
転出者数,宮城県,2025年,女,50歳～54歳,737
転出者数,宮城県,2025年,女,55歳～59歳,489
転出者数,宮城県,2025年,女,60歳～64歳,298
転出者数,宮城県,2025年,女,65歳～69歳,156
転出者数,宮城県,2025年,女,70歳～74歳,134
転出者数,宮城県,2025年,女,75歳～79歳,144
転出者数,宮城県,2025年,女,80歳～84歳,136
転出者数,宮城県,2025年,女,85歳～89歳,130
転出者数,宮城県,2025年,女,90歳以上,76
転出者数,秋田県,2025年,総数,総数,13012
転出者数,秋田県,2025年,総数,0歳～4歳,361
転出者数,秋田県,2025年,総数,5歳～9歳,252
転出者数,秋田県,2025年,総数,10歳～14歳,137
転出者数,秋田県,2025年,総数,15歳～19歳,1804
転出者数,秋田県,2025年,総数,20歳～24歳,3651
転出者数,秋田県,2025年,総数,25歳～29歳,1892
転出者数,秋田県,2025年,総数,30歳～34歳,1079
転出者数,秋田県,2025年,総数,35歳～39歳,743
転出者数,秋田県,2025年,総数,40歳～44歳,636
転出者数,秋田県,2025年,総数,45歳～49歳,547
転出者数,秋田県,2025年,総数,50歳～54歳,513
転出者数,秋田県,2025年,総数,55歳～59歳,366
転出者数,秋田県,2025年,総数,60歳～64歳,277
転出者数,秋田県,2025年,総数,65歳～69歳,184
転出者数,秋田県,2025年,総数,70歳～74歳,154
転出者数,秋田県,2025年,総数,75歳～79歳,143
転出者数,秋田県,2025年,総数,80歳～84歳,111
転出者数,秋田県,2025年,総数,85歳～89歳,91
転出者数,秋田県,2025年,総数,90歳以上,71
転出者数,秋田県,2025年,男,総数,7051
転出者数,秋田県,2025年,男,0歳～4歳,178
転出者数,秋田県,2025年,男,5歳～9歳,124
転出者数,秋田県,2025年,男,10歳～14歳,69
転出者数,秋田県,2025年,男,15歳～19歳,949
転出者数,秋田県,2025年,男,20歳～24歳,1872
転出者数,秋田県,2025年,男,25歳～29歳,1059
転出者数,秋田県,2025年,男,30歳～34歳,623
転出者数,秋田県,2025年,男,35歳～39歳,441
転出者数,秋田県,2025年,男,40歳～44歳,379
転出者数,秋田県,2025年,男,45歳～49歳,334
転出者数,秋田県,2025年,男,50歳～54歳,316
転出者数,秋田県,2025年,男,55歳～59歳,237
転出者数,秋田県,2025年,男,60歳～64歳,161
転出者数,秋田県,2025年,男,65歳～69歳,94
転出者数,秋田県,2025年,男,70歳～74歳,79
転出者数,秋田県,2025年,男,75歳～79歳,61
転出者数,秋田県,2025年,男,80歳～84歳,38
転出者数,秋田県,2025年,男,85歳～89歳,26
転出者数,秋田県,2025年,男,90歳以上,11
転出者数,秋田県,2025年,女,総数,5961
転出者数,秋田県,2025年,女,0歳～4歳,183
転出者数,秋田県,2025年,女,5歳～9歳,128
転出者数,秋田県,2025年,女,10歳～14歳,68
転出者数,秋田県,2025年,女,15歳～19歳,855
転出者数,秋田県,2025年,女,20歳～24歳,1779
転出者数,秋田県,2025年,女,25歳～29歳,833
転出者数,秋田県,2025年,女,30歳～34歳,456
転出者数,秋田県,2025年,女,35歳～39歳,302
転出者数,秋田県,2025年,女,40歳～44歳,257
転出者数,秋田県,2025年,女,45歳～49歳,213
転出者数,秋田県,2025年,女,50歳～54歳,197
転出者数,秋田県,2025年,女,55歳～59歳,129
転出者数,秋田県,2025年,女,60歳～64歳,116
転出者数,秋田県,2025年,女,65歳～69歳,90
転出者数,秋田県,2025年,女,70歳～74歳,75
転出者数,秋田県,2025年,女,75歳～79歳,82
転出者数,秋田県,2025年,女,80歳～84歳,73
転出者数,秋田県,2025年,女,85歳～89歳,65
転出者数,秋田県,2025年,女,90歳以上,60
転出者数,山形県,2025年,総数,総数,15145
転出者数,山形県,2025年,総数,0歳～4歳,431
転出者数,山形県,2025年,総数,5歳～9歳,289
転出者数,山形県,2025年,総数,10歳～14歳,167
転出者数,山形県,2025年,総数,15歳～19歳,2001
転出者数,山形県,2025年,総数,20歳～24歳,4717
転出者数,山形県,2025年,総数,25歳～29歳,2317
転出者数,山形県,2025年,総数,30歳～34歳,1296
転出者数,山形県,2025年,総数,35歳～39歳,875
転出者数,山形県,2025年,総数,40歳～44歳,649
転出者数,山形県,2025年,総数,45歳～49歳,617
転出者数,山形県,2025年,総数,50歳～54歳,583
転出者数,山形県,2025年,総数,55歳～59歳,404
転出者数,山形県,2025年,総数,60歳～64歳,240
転出者数,山形県,2025年,総数,65歳～69歳,146
転出者数,山形県,2025年,総数,70歳～74歳,116
転出者数,山形県,2025年,総数,75歳～79歳,97
転出者数,山形県,2025年,総数,80歳～84歳,72
転出者数,山形県,2025年,総数,85歳～89歳,76
転出者数,山形県,2025年,総数,90歳以上,52
転出者数,山形県,2025年,男,総数,8430
転出者数,山形県,2025年,男,0歳～4歳,235
転出者数,山形県,2025年,男,5歳～9歳,154
転出者数,山形県,2025年,男,10歳～14歳,85
転出者数,山形県,2025年,男,15歳～19歳,1082
転出者数,山形県,2025年,男,20歳～24歳,2476
転出者数,山形県,2025年,男,25歳～29歳,1300
転出者数,山形県,2025年,男,30歳～34歳,780
転出者数,山形県,2025年,男,35歳～39歳,533
転出者数,山形県,2025年,男,40歳～44歳,417
転出者数,山形県,2025年,男,45歳～49歳,385
転出者数,山形県,2025年,男,50歳～54歳,367
転出者数,山形県,2025年,男,55歳～59歳,247
転出者数,山形県,2025年,男,60歳～64歳,142
転出者数,山形県,2025年,男,65歳～69歳,85
転出者数,山形県,2025年,男,70歳～74歳,50
転出者数,山形県,2025年,男,75歳～79歳,40
転出者数,山形県,2025年,男,80歳～84歳,20
転出者数,山形県,2025年,男,85歳～89歳,22
転出者数,山形県,2025年,男,90歳以上,10
転出者数,山形県,2025年,女,総数,6715
転出者数,山形県,2025年,女,0歳～4歳,196
転出者数,山形県,2025年,女,5歳～9歳,135
転出者数,山形県,2025年,女,10歳～14歳,82
転出者数,山形県,2025年,女,15歳～19歳,919
転出者数,山形県,2025年,女,20歳～24歳,2241
転出者数,山形県,2025年,女,25歳～29歳,1017
転出者数,山形県,2025年,女,30歳～34歳,516
転出者数,山形県,2025年,女,35歳～39歳,342
転出者数,山形県,2025年,女,40歳～44歳,232
転出者数,山形県,2025年,女,45歳～49歳,232
転出者数,山形県,2025年,女,50歳～54歳,216
転出者数,山形県,2025年,女,55歳～59歳,157
転出者数,山形県,2025年,女,60歳～64歳,98
転出者数,山形県,2025年,女,65歳～69歳,61
転出者数,山形県,2025年,女,70歳～74歳,66
転出者数,山形県,2025年,女,75歳～79歳,57
転出者数,山形県,2025年,女,80歳～84歳,52
転出者数,山形県,2025年,女,85歳～89歳,54
転出者数,山形県,2025年,女,90歳以上,42
転出者数,福島県,2025年,総数,総数,27732
転出者数,福島県,2025年,総数,0歳～4歳,953
転出者数,福島県,2025年,総数,5歳～9歳,559
転出者数,福島県,2025年,総数,10歳～14歳,305
転出者数,福島県,2025年,総数,15歳～19歳,2744
転出者数,福島県,2025年,総数,20歳～24歳,7622
転出者数,福島県,2025年,総数,25歳～29歳,4376
転出者数,福島県,2025年,総数,30歳～34歳,2650
転出者数,福島県,2025年,総数,35歳～39歳,1699
転出者数,福島県,2025年,総数,40歳～44歳,1298
転出者数,福島県,2025年,総数,45歳～49歳,1256
転出者数,福島県,2025年,総数,50歳～54歳,1226
転出者数,福島県,2025年,総数,55歳～59歳,917
転出者数,福島県,2025年,総数,60歳～64歳,603
転出者数,福島県,2025年,総数,65歳～69歳,439
転出者数,福島県,2025年,総数,70歳～74歳,289
転出者数,福島県,2025年,総数,75歳～79歳,272
転出者数,福島県,2025年,総数,80歳～84歳,203
転出者数,福島県,2025年,総数,85歳～89歳,166
転出者数,福島県,2025年,総数,90歳以上,155
転出者数,福島県,2025年,男,総数,15704
転出者数,福島県,2025年,男,0歳～4歳,495
転出者数,福島県,2025年,男,5歳～9歳,278
転出者数,福島県,2025年,男,10歳～14歳,171
転出者数,福島県,2025年,男,15歳～19歳,1539
転出者数,福島県,2025年,男,20歳～24歳,3998
転出者数,福島県,2025年,男,25歳～29歳,2490
転出者数,福島県,2025年,男,30歳～34歳,1531
転出者数,福島県,2025年,男,35歳～39歳,1034
転出者数,福島県,2025年,男,40歳～44歳,801
転出者数,福島県,2025年,男,45歳～49歳,835
転出者数,福島県,2025年,男,50歳～54歳,804
転出者数,福島県,2025年,男,55歳～59歳,623
転出者数,福島県,2025年,男,60歳～64歳,392
転出者数,福島県,2025年,男,65歳～69歳,263
転出者数,福島県,2025年,男,70歳～74歳,169
転出者数,福島県,2025年,男,75歳～79歳,127
転出者数,福島県,2025年,男,80歳～84歳,57
転出者数,福島県,2025年,男,85歳～89歳,59
転出者数,福島県,2025年,男,90歳以上,38
転出者数,福島県,2025年,女,総数,12028
転出者数,福島県,2025年,女,0歳～4歳,458
転出者数,福島県,2025年,女,5歳～9歳,281
転出者数,福島県,2025年,女,10歳～14歳,134
転出者数,福島県,2025年,女,15歳～19歳,1205
転出者数,福島県,2025年,女,20歳～24歳,3624
転出者数,福島県,2025年,女,25歳～29歳,1886
転出者数,福島県,2025年,女,30歳～34歳,1119
転出者数,福島県,2025年,女,35歳～39歳,665
転出者数,福島県,2025年,女,40歳～44歳,497
転出者数,福島県,2025年,女,45歳～49歳,421
転出者数,福島県,2025年,女,50歳～54歳,422
転出者数,福島県,2025年,女,55歳～59歳,294
転出者数,福島県,2025年,女,60歳～64歳,211
転出者数,福島県,2025年,女,65歳～69歳,176
転出者数,福島県,2025年,女,70歳～74歳,120
転出者数,福島県,2025年,女,75歳～79歳,145
転出者数,福島県,2025年,女,80歳～84歳,146
転出者数,福島県,2025年,女,85歳～89歳,107
転出者数,福島県,2025年,女,90歳以上,117
転出者数,茨城県,2025年,総数,総数,46256
転出者数,茨城県,2025年,総数,0歳～4歳,1692
転出者数,茨城県,2025年,総数,5歳～9歳,901
転出者数,茨城県,2025年,総数,10歳～14歳,494
転出者数,茨城県,2025年,総数,15歳～19歳,2981
転出者数,茨城県,2025年,総数,20歳～24歳,11994
転出者数,茨城県,2025年,総数,25歳～29歳,9114
転出者数,茨城県,2025年,総数,30歳～34歳,5059
転出者数,茨城県,2025年,総数,35歳～39歳,3229
転出者数,茨城県,2025年,総数,40歳～44歳,2307
転出者数,茨城県,2025年,総数,45歳～49歳,1917
転出者数,茨城県,2025年,総数,50歳～54歳,1921
転出者数,茨城県,2025年,総数,55歳～59歳,1380
転出者数,茨城県,2025年,総数,60歳～64歳,902
転出者数,茨城県,2025年,総数,65歳～69歳,582
転出者数,茨城県,2025年,総数,70歳～74歳,452
転出者数,茨城県,2025年,総数,75歳～79歳,437
転出者数,茨城県,2025年,総数,80歳～84歳,419
転出者数,茨城県,2025年,総数,85歳～89歳,281
転出者数,茨城県,2025年,総数,90歳以上,194
転出者数,茨城県,2025年,男,総数,26401
転出者数,茨城県,2025年,男,0歳～4歳,848
転出者数,茨城県,2025年,男,5歳～9歳,460
転出者数,茨城県,2025年,男,10歳～14歳,245
転出者数,茨城県,2025年,男,15歳～19歳,1666
転出者数,茨城県,2025年,男,20歳～24歳,6512
転出者数,茨城県,2025年,男,25歳～29歳,5199
転出者数,茨城県,2025年,男,30歳～34歳,3041
転出者数,茨城県,2025年,男,35歳～39歳,1971
転出者数,茨城県,2025年,男,40歳～44歳,1475
転出者数,茨城県,2025年,男,45歳～49歳,1208
転出者数,茨城県,2025年,男,50歳～54歳,1220
転出者数,茨城県,2025年,男,55歳～59歳,925
転出者数,茨城県,2025年,男,60歳～64歳,585
転出者数,茨城県,2025年,男,65歳～69歳,337
転出者数,茨城県,2025年,男,70歳～74歳,235
転出者数,茨城県,2025年,男,75歳～79歳,176
転出者数,茨城県,2025年,男,80歳～84歳,155
転出者数,茨城県,2025年,男,85歳～89歳,95
転出者数,茨城県,2025年,男,90歳以上,48
転出者数,茨城県,2025年,女,総数,19855
転出者数,茨城県,2025年,女,0歳～4歳,844
転出者数,茨城県,2025年,女,5歳～9歳,441
転出者数,茨城県,2025年,女,10歳～14歳,249
転出者数,茨城県,2025年,女,15歳～19歳,1315
転出者数,茨城県,2025年,女,20歳～24歳,5482
転出者数,茨城県,2025年,女,25歳～29歳,3915
転出者数,茨城県,2025年,女,30歳～34歳,2018
転出者数,茨城県,2025年,女,35歳～39歳,1258
転出者数,茨城県,2025年,女,40歳～44歳,832
転出者数,茨城県,2025年,女,45歳～49歳,709
転出者数,茨城県,2025年,女,50歳～54歳,701
転出者数,茨城県,2025年,女,55歳～59歳,455
転出者数,茨城県,2025年,女,60歳～64歳,317
転出者数,茨城県,2025年,女,65歳～69歳,245
転出者数,茨城県,2025年,女,70歳～74歳,217
転出者数,茨城県,2025年,女,75歳～79歳,261
転出者数,茨城県,2025年,女,80歳～84歳,264
転出者数,茨城県,2025年,女,85歳～89歳,186
転出者数,茨城県,2025年,女,90歳以上,146
転出者数,栃木県,2025年,総数,総数,31930
転出者数,栃木県,2025年,総数,0歳～4歳,1160
転出者数,栃木県,2025年,総数,5歳～9歳,664
転出者数,栃木県,2025年,総数,10歳～14歳,373
転出者数,栃木県,2025年,総数,15歳～19歳,2150
転出者数,栃木県,2025年,総数,20歳～24歳,8444
転出者数,栃木県,2025年,総数,25歳～29歳,6093
転出者数,栃木県,2025年,総数,30歳～34歳,3365
転出者数,栃木県,2025年,総数,35歳～39歳,2240
転出者数,栃木県,2025年,総数,40歳～44歳,1730
転出者数,栃木県,2025年,総数,45歳～49歳,1378
転出者数,栃木県,2025年,総数,50歳～54歳,1324
転出者数,栃木県,2025年,総数,55歳～59歳,931
転出者数,栃木県,2025年,総数,60歳～64歳,621
転出者数,栃木県,2025年,総数,65歳～69歳,395
転出者数,栃木県,2025年,総数,70歳～74歳,280
転出者数,栃木県,2025年,総数,75歳～79歳,258
転出者数,栃木県,2025年,総数,80歳～84歳,211
転出者数,栃木県,2025年,総数,85歳～89歳,189
転出者数,栃木県,2025年,総数,90歳以上,124
転出者数,栃木県,2025年,男,総数,18358
転出者数,栃木県,2025年,男,0歳～4歳,570
転出者数,栃木県,2025年,男,5歳～9歳,337
転出者数,栃木県,2025年,男,10歳～14歳,192
転出者数,栃木県,2025年,男,15歳～19歳,1237
転出者数,栃木県,2025年,男,20歳～24歳,4513
転出者数,栃木県,2025年,男,25歳～29歳,3536
転出者数,栃木県,2025年,男,30歳～34歳,2039
転出者数,栃木県,2025年,男,35歳～39歳,1397
転出者数,栃木県,2025年,男,40歳～44歳,1082
転出者数,栃木県,2025年,男,45歳～49歳,866
転出者数,栃木県,2025年,男,50歳～54歳,865
転出者数,栃木県,2025年,男,55歳～59歳,639
転出者数,栃木県,2025年,男,60歳～64歳,404
転出者数,栃木県,2025年,男,65歳～69歳,240
転出者数,栃木県,2025年,男,70歳～74歳,162
転出者数,栃木県,2025年,男,75歳～79歳,122
転出者数,栃木県,2025年,男,80歳～84歳,70
転出者数,栃木県,2025年,男,85歳～89歳,54
転出者数,栃木県,2025年,男,90歳以上,33
転出者数,栃木県,2025年,女,総数,13572
転出者数,栃木県,2025年,女,0歳～4歳,590
転出者数,栃木県,2025年,女,5歳～9歳,327
転出者数,栃木県,2025年,女,10歳～14歳,181
転出者数,栃木県,2025年,女,15歳～19歳,913
転出者数,栃木県,2025年,女,20歳～24歳,3931
転出者数,栃木県,2025年,女,25歳～29歳,2557
転出者数,栃木県,2025年,女,30歳～34歳,1326
転出者数,栃木県,2025年,女,35歳～39歳,843
転出者数,栃木県,2025年,女,40歳～44歳,648
転出者数,栃木県,2025年,女,45歳～49歳,512
転出者数,栃木県,2025年,女,50歳～54歳,459
転出者数,栃木県,2025年,女,55歳～59歳,292
転出者数,栃木県,2025年,女,60歳～64歳,217
転出者数,栃木県,2025年,女,65歳～69歳,155
転出者数,栃木県,2025年,女,70歳～74歳,118
転出者数,栃木県,2025年,女,75歳～79歳,136
転出者数,栃木県,2025年,女,80歳～84歳,141
転出者数,栃木県,2025年,女,85歳～89歳,135
転出者数,栃木県,2025年,女,90歳以上,91
転出者数,群馬県,2025年,総数,総数,28216
転出者数,群馬県,2025年,総数,0歳～4歳,902
転出者数,群馬県,2025年,総数,5歳～9歳,496
転出者数,群馬県,2025年,総数,10歳～14歳,302
転出者数,群馬県,2025年,総数,15歳～19歳,1763
転出者数,群馬県,2025年,総数,20歳～24歳,8624
転出者数,群馬県,2025年,総数,25歳～29歳,5292
転出者数,群馬県,2025年,総数,30歳～34歳,3010
転出者数,群馬県,2025年,総数,35歳～39歳,1763
転出者数,群馬県,2025年,総数,40歳～44歳,1346
転出者数,群馬県,2025年,総数,45歳～49歳,1149
転出者数,群馬県,2025年,総数,50歳～54歳,1115
転出者数,群馬県,2025年,総数,55歳～59歳,785
転出者数,群馬県,2025年,総数,60歳～64歳,458
転出者数,群馬県,2025年,総数,65歳～69歳,297
転出者数,群馬県,2025年,総数,70歳～74歳,214
転出者数,群馬県,2025年,総数,75歳～79歳,230
転出者数,群馬県,2025年,総数,80歳～84歳,190
転出者数,群馬県,2025年,総数,85歳～89歳,166
転出者数,群馬県,2025年,総数,90歳以上,114
転出者数,群馬県,2025年,男,総数,16186
転出者数,群馬県,2025年,男,0歳～4歳,448
転出者数,群馬県,2025年,男,5歳～9歳,245
転出者数,群馬県,2025年,男,10歳～14歳,143
転出者数,群馬県,2025年,男,15歳～19歳,1020
転出者数,群馬県,2025年,男,20歳～24歳,4660
転出者数,群馬県,2025年,男,25歳～29歳,3061
転出者数,群馬県,2025年,男,30歳～34歳,1801
転出者数,群馬県,2025年,男,35歳～39歳,1102
転出者数,群馬県,2025年,男,40歳～44歳,878
転出者数,群馬県,2025年,男,45歳～49歳,744
転出者数,群馬県,2025年,男,50歳～54歳,733
転出者数,群馬県,2025年,男,55歳～59歳,519
転出者数,群馬県,2025年,男,60歳～64歳,297
転出者数,群馬県,2025年,男,65歳～69歳,163
転出者数,群馬県,2025年,男,70歳～74歳,120
転出者数,群馬県,2025年,男,75歳～79歳,93
転出者数,群馬県,2025年,男,80歳～84歳,74
転出者数,群馬県,2025年,男,85歳～89歳,55
転出者数,群馬県,2025年,男,90歳以上,30
転出者数,群馬県,2025年,女,総数,12030
転出者数,群馬県,2025年,女,0歳～4歳,454
転出者数,群馬県,2025年,女,5歳～9歳,251
転出者数,群馬県,2025年,女,10歳～14歳,159
転出者数,群馬県,2025年,女,15歳～19歳,743
転出者数,群馬県,2025年,女,20歳～24歳,3964
転出者数,群馬県,2025年,女,25歳～29歳,2231
転出者数,群馬県,2025年,女,30歳～34歳,1209
転出者数,群馬県,2025年,女,35歳～39歳,661
転出者数,群馬県,2025年,女,40歳～44歳,468
転出者数,群馬県,2025年,女,45歳～49歳,405
転出者数,群馬県,2025年,女,50歳～54歳,382
転出者数,群馬県,2025年,女,55歳～59歳,266
転出者数,群馬県,2025年,女,60歳～64歳,161
転出者数,群馬県,2025年,女,65歳～69歳,134
転出者数,群馬県,2025年,女,70歳～74歳,94
転出者数,群馬県,2025年,女,75歳～79歳,137
転出者数,群馬県,2025年,女,80歳～84歳,116
転出者数,群馬県,2025年,女,85歳～89歳,111
転出者数,群馬県,2025年,女,90歳以上,84
転出者数,埼玉県,2025年,総数,総数,140246
転出者数,埼玉県,2025年,総数,0歳～4歳,5999
転出者数,埼玉県,2025年,総数,5歳～9歳,2935
転出者数,埼玉県,2025年,総数,10歳～14歳,1470
転出者数,埼玉県,2025年,総数,15歳～19歳,4724
転出者数,埼玉県,2025年,総数,20歳～24歳,28116
転出者数,埼玉県,2025年,総数,25歳～29歳,32766
転出者数,埼玉県,2025年,総数,30歳～34歳,19004
転出者数,埼玉県,2025年,総数,35歳～39歳,10812
転出者数,埼玉県,2025年,総数,40歳～44歳,7093
転出者数,埼玉県,2025年,総数,45歳～49歳,5756
転出者数,埼玉県,2025年,総数,50歳～54歳,5502
転出者数,埼玉県,2025年,総数,55歳～59歳,4375
転出者数,埼玉県,2025年,総数,60歳～64歳,3195
転出者数,埼玉県,2025年,総数,65歳～69歳,2188
転出者数,埼玉県,2025年,総数,70歳～74歳,1693
転出者数,埼玉県,2025年,総数,75歳～79歳,1562
転出者数,埼玉県,2025年,総数,80歳～84歳,1352
転出者数,埼玉県,2025年,総数,85歳～89歳,1014
転出者数,埼玉県,2025年,総数,90歳以上,690
転出者数,埼玉県,2025年,男,総数,76752
転出者数,埼玉県,2025年,男,0歳～4歳,3056
転出者数,埼玉県,2025年,男,5歳～9歳,1532
転出者数,埼玉県,2025年,男,10歳～14歳,758
転出者数,埼玉県,2025年,男,15歳～19歳,2867
転出者数,埼玉県,2025年,男,20歳～24歳,15214
転出者数,埼玉県,2025年,男,25歳～29歳,16783
転出者数,埼玉県,2025年,男,30歳～34歳,10116
転出者数,埼玉県,2025年,男,35歳～39歳,6298
転出者数,埼玉県,2025年,男,40歳～44歳,4460
転出者数,埼玉県,2025年,男,45歳～49歳,3609
転出者数,埼玉県,2025年,男,50歳～54歳,3416
転出者数,埼玉県,2025年,男,55歳～59歳,2687
転出者数,埼玉県,2025年,男,60歳～64歳,1968
転出者数,埼玉県,2025年,男,65歳～69歳,1308
転出者数,埼玉県,2025年,男,70歳～74歳,912
転出者数,埼玉県,2025年,男,75歳～79歳,743
転出者数,埼玉県,2025年,男,80歳～84歳,532
転出者数,埼玉県,2025年,男,85歳～89歳,318
転出者数,埼玉県,2025年,男,90歳以上,175
転出者数,埼玉県,2025年,女,総数,63494
