種別,都道府県,年次,性別,年齢階級,人数
転入超過数,群馬県,2025年,総数,35歳～39歳,-25
転入超過数,群馬県,2025年,総数,40歳～44歳,81
転入超過数,群馬県,2025年,総数,45歳～49歳,-8
転入超過数,群馬県,2025年,総数,50歳～54歳,141
転入超過数,群馬県,2025年,総数,55歳～59歳,140
転入超過数,群馬県,2025年,総数,60歳～64歳,246
転入超過数,群馬県,2025年,総数,65歳～69歳,286
転入超過数,群馬県,2025年,総数,70歳～74歳,296
転入超過数,群馬県,2025年,総数,75歳～79歳,363
転入超過数,群馬県,2025年,総数,80歳～84歳,358
転入超過数,群馬県,2025年,総数,85歳～89歳,276
転入超過数,群馬県,2025年,総数,90歳以上,173
転入超過数,群馬県,2025年,男,総数,-595
転入超過数,群馬県,2025年,男,0歳～4歳,110
転入超過数,群馬県,2025年,男,5歳～9歳,57
転入超過数,群馬県,2025年,男,10歳～14歳,-13
転入超過数,群馬県,2025年,男,15歳～19歳,83
転入超過数,群馬県,2025年,男,20歳～24歳,-1286
転入超過数,群馬県,2025年,男,25歳～29歳,-582
転入超過数,群馬県,2025年,男,30歳～34歳,-252
転入超過数,群馬県,2025年,男,35歳～39歳,-51
転入超過数,群馬県,2025年,男,40歳～44歳,31
転入超過数,群馬県,2025年,男,45歳～49歳,-49
転入超過数,群馬県,2025年,男,50歳～54歳,68
転入超過数,群馬県,2025年,男,55歳～59歳,57
転入超過数,群馬県,2025年,男,60歳～64歳,167
転入超過数,群馬県,2025年,男,65歳～69歳,196
転入超過数,群馬県,2025年,男,70歳～74歳,205
転入超過数,群馬県,2025年,男,75歳～79歳,263
転入超過数,群馬県,2025年,男,80歳～84歳,211
転入超過数,群馬県,2025年,男,85歳～89歳,134
転入超過数,群馬県,2025年,男,90歳以上,56
転入超過数,群馬県,2025年,女,総数,-921
転入超過数,群馬県,2025年,女,0歳～4歳,109
転入超過数,群馬県,2025年,女,5歳～9歳,46
転入超過数,群馬県,2025年,女,10歳～14歳,-8
転入超過数,群馬県,2025年,女,15歳～19歳,-155
転入超過数,群馬県,2025年,女,20歳～24歳,-1643
転入超過数,群馬県,2025年,女,25歳～29歳,-305
転入超過数,群馬県,2025年,女,30歳～34歳,-4
転入超過数,群馬県,2025年,女,35歳～39歳,26
転入超過数,群馬県,2025年,女,40歳～44歳,50
転入超過数,群馬県,2025年,女,45歳～49歳,41
転入超過数,群馬県,2025年,女,50歳～54歳,73
転入超過数,群馬県,2025年,女,55歳～59歳,83
転入超過数,群馬県,2025年,女,60歳～64歳,79
転入超過数,群馬県,2025年,女,65歳～69歳,90
転入超過数,群馬県,2025年,女,70歳～74歳,91
転入超過数,群馬県,2025年,女,75歳～79歳,100
転入超過数,群馬県,2025年,女,80歳～84歳,147
転入超過数,群馬県,2025年,女,85歳～89歳,142
転入超過数,群馬県,2025年,女,90歳以上,117
転入超過数,埼玉県,2025年,総数,総数,22427
転入超過数,埼玉県,2025年,総数,0歳～4歳,687
転入超過数,埼玉県,2025年,総数,5歳～9歳,197
転入超過数,埼玉県,2025年,総数,10歳～14歳,51
転入超過数,埼玉県,2025年,総数,15歳～19歳,2528
転入超過数,埼玉県,2025年,総数,20歳～24歳,6372
転入超過数,埼玉県,2025年,総数,25歳～29歳,3390
転入超過数,埼玉県,2025年,総数,30歳～34歳,2989
転入超過数,埼玉県,2025年,総数,35歳～39歳,1617
転入超過数,埼玉県,2025年,総数,40歳～44歳,996
転入超過数,埼玉県,2025年,総数,45歳～49歳,347
転入超過数,埼玉県,2025年,総数,50歳～54歳,650
転入超過数,埼玉県,2025年,総数,55歳～59歳,350
転入超過数,埼玉県,2025年,総数,60歳～64歳,-57
転入超過数,埼玉県,2025年,総数,65歳～69歳,-50
転入超過数,埼玉県,2025年,総数,70歳～74歳,150
転入超過数,埼玉県,2025年,総数,75歳～79歳,409
転入超過数,埼玉県,2025年,総数,80歳～84歳,515
転入超過数,埼玉県,2025年,総数,85歳～89歳,653
転入超過数,埼玉県,2025年,総数,90歳以上,633
転入超過数,埼玉県,2025年,男,総数,11351
転入超過数,埼玉県,2025年,男,0歳～4歳,284
転入超過数,埼玉県,2025年,男,5歳～9歳,45
転入超過数,埼玉県,2025年,男,10歳～14歳,57
転入超過数,埼玉県,2025年,男,15歳～19歳,1231
転入超過数,埼玉県,2025年,男,20歳～24歳,2879
転入超過数,埼玉県,2025年,男,25歳～29歳,2356
転入超過数,埼玉県,2025年,男,30歳～34歳,2063
転入超過数,埼玉県,2025年,男,35歳～39歳,932
転入超過数,埼玉県,2025年,男,40歳～44歳,437
転入超過数,埼玉県,2025年,男,45歳～49歳,130
転入超過数,埼玉県,2025年,男,50歳～54歳,248
転入超過数,埼玉県,2025年,男,55歳～59歳,127
転入超過数,埼玉県,2025年,男,60歳～64歳,-117
転入超過数,埼玉県,2025年,男,65歳～69歳,-141
転入超過数,埼玉県,2025年,男,70歳～74歳,70
転入超過数,埼玉県,2025年,男,75歳～79歳,224
転入超過数,埼玉県,2025年,男,80歳～84歳,174
転入超過数,埼玉県,2025年,男,85歳～89歳,202
転入超過数,埼玉県,2025年,男,90歳以上,150
転入超過数,埼玉県,2025年,女,総数,11076
転入超過数,埼玉県,2025年,女,0歳～4歳,403
転入超過数,埼玉県,2025年,女,5歳～9歳,152
転入超過数,埼玉県,2025年,女,10歳～14歳,-6
転入超過数,埼玉県,2025年,女,15歳～19歳,1297
転入超過数,埼玉県,2025年,女,20歳～24歳,3493
転入超過数,埼玉県,2025年,女,25歳～29歳,1034
転入超過数,埼玉県,2025年,女,30歳～34歳,926
転入超過数,埼玉県,2025年,女,35歳～39歳,685
転入超過数,埼玉県,2025年,女,40歳～44歳,559
転入超過数,埼玉県,2025年,女,45歳～49歳,217
転入超過数,埼玉県,2025年,女,50歳～54歳,402
転入超過数,埼玉県,2025年,女,55歳～59歳,223
転入超過数,埼玉県,2025年,女,60歳～64歳,60
転入超過数,埼玉県,2025年,女,65歳～69歳,91
転入超過数,埼玉県,2025年,女,70歳～74歳,80
転入超過数,埼玉県,2025年,女,75歳～79歳,185
転入超過数,埼玉県,2025年,女,80歳～84歳,341
転入超過数,埼玉県,2025年,女,85歳～89歳,451
転入超過数,埼玉県,2025年,女,90歳以上,483
転入超過数,千葉県,2025年,総数,総数,7836
転入超過数,千葉県,2025年,総数,0歳～4歳,1106
転入超過数,千葉県,2025年,総数,5歳～9歳,473
転入超過数,千葉県,2025年,総数,10歳～14歳,77
転入超過数,千葉県,2025年,総数,15歳～19歳,-522
転入超過数,千葉県,2025年,総数,20歳～24歳,807
転入超過数,千葉県,2025年,総数,25歳～29歳,-764
転入超過数,千葉県,2025年,総数,30歳～34歳,1624
転入超過数,千葉県,2025年,総数,35歳～39歳,1126
転入超過数,千葉県,2025年,総数,40歳～44歳,505
転入超過数,千葉県,2025年,総数,45歳～49歳,547
転入超過数,千葉県,2025年,総数,50歳～54歳,515
転入超過数,千葉県,2025年,総数,55歳～59歳,657
転入超過数,千葉県,2025年,総数,60歳～64歳,324
転入超過数,千葉県,2025年,総数,65歳～69歳,255
転入超過数,千葉県,2025年,総数,70歳～74歳,195
転入超過数,千葉県,2025年,総数,75歳～79歳,190
転入超過数,千葉県,2025年,総数,80歳～84歳,201
転入超過数,千葉県,2025年,総数,85歳～89歳,283
転入超過数,千葉県,2025年,総数,90歳以上,236
転入超過数,千葉県,2025年,男,総数,1596
転入超過数,千葉県,2025年,男,0歳～4歳,618
転入超過数,千葉県,2025年,男,5歳～9歳,205
転入超過数,千葉県,2025年,男,10歳～14歳,-8
転入超過数,千葉県,2025年,男,15歳～19歳,-431
転入超過数,千葉県,2025年,男,20歳～24歳,-1772
転入超過数,千葉県,2025年,男,25歳～29歳,-425
転入超過数,千葉県,2025年,男,30歳～34歳,885
転入超過数,千葉県,2025年,男,35歳～39歳,690
転入超過数,千葉県,2025年,男,40歳～44歳,268
転入超過数,千葉県,2025年,男,45歳～49歳,331
転入超過数,千葉県,2025年,男,50歳～54歳,265
転入超過数,千葉県,2025年,男,55歳～59歳,297
転入超過数,千葉県,2025年,男,60歳～64歳,124
転入超過数,千葉県,2025年,男,65歳～69歳,117
転入超過数,千葉県,2025年,男,70歳～74歳,124
転入超過数,千葉県,2025年,男,75歳～79歳,80
転入超過数,千葉県,2025年,男,80歳～84歳,92
転入超過数,千葉県,2025年,男,85歳～89歳,81
転入超過数,千葉県,2025年,男,90歳以上,54
転入超過数,千葉県,2025年,女,総数,6240
転入超過数,千葉県,2025年,女,0歳～4歳,488
転入超過数,千葉県,2025年,女,5歳～9歳,268
転入超過数,千葉県,2025年,女,10歳～14歳,85
転入超過数,千葉県,2025年,女,15歳～19歳,-91
転入超過数,千葉県,2025年,女,20歳～24歳,2579
転入超過数,千葉県,2025年,女,25歳～29歳,-339
転入超過数,千葉県,2025年,女,30歳～34歳,739
転入超過数,千葉県,2025年,女,35歳～39歳,436
転入超過数,千葉県,2025年,女,40歳～44歳,237
転入超過数,千葉県,2025年,女,45歳～49歳,216
転入超過数,千葉県,2025年,女,50歳～54歳,250
転入超過数,千葉県,2025年,女,55歳～59歳,360
転入超過数,千葉県,2025年,女,60歳～64歳,200
転入超過数,千葉県,2025年,女,65歳～69歳,138
転入超過数,千葉県,2025年,女,70歳～74歳,71
転入超過数,千葉県,2025年,女,75歳～79歳,110
転入超過数,千葉県,2025年,女,80歳～84歳,109
転入超過数,千葉県,2025年,女,85歳～89歳,202
転入超過数,千葉県,2025年,女,90歳以上,182
転入超過数,東京都,2025年,総数,総数,65219
転入超過数,東京都,2025年,総数,0歳～4歳,-2483
転入超過数,東京都,2025年,総数,5歳～9歳,-446
転入超過数,東京都,2025年,総数,10歳～14歳,944
転入超過数,東京都,2025年,総数,15歳～19歳,12944
転入超過数,東京都,2025年,総数,20歳～24歳,57263
転入超過数,東京都,2025年,総数,25歳～29歳,20642
転入超過数,東京都,2025年,総数,30歳～34歳,544
転入超過数,東京都,2025年,総数,35歳～39歳,-1832
転入超過数,東京都,2025年,総数,40歳～44歳,-2004
転入超過数,東京都,2025年,総数,45歳～49歳,-1455
転入超過数,東京都,2025年,総数,50歳～54歳,-2414
転入超過数,東京都,2025年,総数,55歳～59歳,-3774
転入超過数,東京都,2025年,総数,60歳～64歳,-4222
転入超過数,東京都,2025年,総数,65歳～69歳,-2562
転入超過数,東京都,2025年,総数,70歳～74歳,-1610
転入超過数,東京都,2025年,総数,75歳～79歳,-1591
転入超過数,東京都,2025年,総数,80歳～84歳,-939
転入超過数,東京都,2025年,総数,85歳～89歳,-995
転入超過数,東京都,2025年,総数,90歳以上,-791
転入超過数,東京都,2025年,男,総数,27339
転入超過数,東京都,2025年,男,0歳～4歳,-1368
転入超過数,東京都,2025年,男,5歳～9歳,-214
転入超過数,東京都,2025年,男,10歳～14歳,392
転入超過数,東京都,2025年,男,15歳～19歳,6326
転入超過数,東京都,2025年,男,20歳～24歳,27278
転入超過数,東京都,2025年,男,25歳～29歳,10122
転入超過数,東京都,2025年,男,30歳～34歳,-345
転入超過数,東京都,2025年,男,35歳～39歳,-1295
転入超過数,東京都,2025年,男,40歳～44歳,-1114
転入超過数,東京都,2025年,男,45歳～49歳,-986
転入超過数,東京都,2025年,男,50歳～54歳,-1454
転入超過数,東京都,2025年,男,55歳～59歳,-2008
転入超過数,東京都,2025年,男,60歳～64歳,-2636
転入超過数,東京都,2025年,男,65歳～69歳,-1717
転入超過数,東京都,2025年,男,70歳～74歳,-1254
転入超過数,東京都,2025年,男,75歳～79歳,-1155
転入超過数,東京都,2025年,男,80歳～84歳,-654
転入超過数,東京都,2025年,男,85歳～89歳,-373
転入超過数,東京都,2025年,男,90歳以上,-206
転入超過数,東京都,2025年,女,総数,37880
転入超過数,東京都,2025年,女,0歳～4歳,-1115
転入超過数,東京都,2025年,女,5歳～9歳,-232
転入超過数,東京都,2025年,女,10歳～14歳,552
転入超過数,東京都,2025年,女,15歳～19歳,6618
転入超過数,東京都,2025年,女,20歳～24歳,29985
転入超過数,東京都,2025年,女,25歳～29歳,10520
転入超過数,東京都,2025年,女,30歳～34歳,889
転入超過数,東京都,2025年,女,35歳～39歳,-537
転入超過数,東京都,2025年,女,40歳～44歳,-890
転入超過数,東京都,2025年,女,45歳～49歳,-469
転入超過数,東京都,2025年,女,50歳～54歳,-960
転入超過数,東京都,2025年,女,55歳～59歳,-1766
転入超過数,東京都,2025年,女,60歳～64歳,-1586
転入超過数,東京都,2025年,女,65歳～69歳,-845
転入超過数,東京都,2025年,女,70歳～74歳,-356
転入超過数,東京都,2025年,女,75歳～79歳,-436
転入超過数,東京都,2025年,女,80歳～84歳,-285
転入超過数,東京都,2025年,女,85歳～89歳,-622
転入超過数,東京都,2025年,女,90歳以上,-585
転入超過数,神奈川県,2025年,総数,総数,28052
転入超過数,神奈川県,2025年,総数,0歳～4歳,-1706
転入超過数,神奈川県,2025年,総数,5歳～9歳,-431
転入超過数,神奈川県,2025年,総数,10歳～14歳,-147
転入超過数,神奈川県,2025年,総数,15歳～19歳,5271
転入超過数,神奈川県,2025年,総数,20歳～24歳,17363
転入超過数,神奈川県,2025年,総数,25歳～29歳,5834
転入超過数,神奈川県,2025年,総数,30歳～34歳,1201
転入超過数,神奈川県,2025年,総数,35歳～39歳,35
転入超過数,神奈川県,2025年,総数,40歳～44歳,114
転入超過数,神奈川県,2025年,総数,45歳～49歳,71
転入超過数,神奈川県,2025年,総数,50歳～54歳,89
転入超過数,神奈川県,2025年,総数,55歳～59歳,-253
転入超過数,神奈川県,2025年,総数,60歳～64歳,-583
転入超過数,神奈川県,2025年,総数,65歳～69歳,-574
転入超過数,神奈川県,2025年,総数,70歳～74歳,-196
転入超過数,神奈川県,2025年,総数,75歳～79歳,279
転入超過数,神奈川県,2025年,総数,80歳～84歳,477
転入超過数,神奈川県,2025年,総数,85歳～89歳,690
転入超過数,神奈川県,2025年,総数,90歳以上,519
転入超過数,神奈川県,2025年,男,総数,14384
転入超過数,神奈川県,2025年,男,0歳～4歳,-878
転入超過数,神奈川県,2025年,男,5歳～9歳,-245
転入超過数,神奈川県,2025年,男,10歳～14歳,-86
転入超過数,神奈川県,2025年,男,15歳～19歳,3231
転入超過数,神奈川県,2025年,男,20歳～24歳,9549
転入超過数,神奈川県,2025年,男,25歳～29歳,3344
転入超過数,神奈川県,2025年,男,30歳～34歳,925
転入超過数,神奈川県,2025年,男,35歳～39歳,-18
転入超過数,神奈川県,2025年,男,40歳～44歳,-29
転入超過数,神奈川県,2025年,男,45歳～49歳,-176
転入超過数,神奈川県,2025年,男,50歳～54歳,-62
転入超過数,神奈川県,2025年,男,55歳～59歳,-238
転入超過数,神奈川県,2025年,男,60歳～64歳,-584
転入超過数,神奈川県,2025年,男,65歳～69歳,-460
転入超過数,神奈川県,2025年,男,70歳～74歳,-240
転入超過数,神奈川県,2025年,男,75歳～79歳,-6
転入超過数,神奈川県,2025年,男,80歳～84歳,105
転入超過数,神奈川県,2025年,男,85歳～89歳,135
転入超過数,神奈川県,2025年,男,90歳以上,117
転入超過数,神奈川県,2025年,女,総数,13668
転入超過数,神奈川県,2025年,女,0歳～4歳,-828
転入超過数,神奈川県,2025年,女,5歳～9歳,-186
転入超過数,神奈川県,2025年,女,10歳～14歳,-61
転入超過数,神奈川県,2025年,女,15歳～19歳,2040
転入超過数,神奈川県,2025年,女,20歳～24歳,7814
転入超過数,神奈川県,2025年,女,25歳～29歳,2490
転入超過数,神奈川県,2025年,女,30歳～34歳,276
転入超過数,神奈川県,2025年,女,35歳～39歳,53
転入超過数,神奈川県,2025年,女,40歳～44歳,143
転入超過数,神奈川県,2025年,女,45歳～49歳,247
転入超過数,神奈川県,2025年,女,50歳～54歳,151
転入超過数,神奈川県,2025年,女,55歳～59歳,-15
転入超過数,神奈川県,2025年,女,60歳～64歳,1
転入超過数,神奈川県,2025年,女,65歳～69歳,-114
転入超過数,神奈川県,2025年,女,70歳～74歳,44
転入超過数,神奈川県,2025年,女,75歳～79歳,285
転入超過数,神奈川県,2025年,女,80歳～84歳,372
転入超過数,神奈川県,2025年,女,85歳～89歳,555
転入超過数,神奈川県,2025年,女,90歳以上,402
転入超過数,新潟県,2025年,総数,総数,-6379
転入超過数,新潟県,2025年,総数,0歳～4歳,66
転入超過数,新潟県,2025年,総数,5歳～9歳,-36
転入超過数,新潟県,2025年,総数,10歳～14歳,-59
転入超過数,新潟県,2025年,総数,15歳～19歳,-822
転入超過数,新潟県,2025年,総数,20歳～24歳,-3762
転入超過数,新潟県,2025年,総数,25歳～29歳,-1015
転入超過数,新潟県,2025年,総数,30歳～34歳,-186
転入超過数,新潟県,2025年,総数,35歳～39歳,-77
転入超過数,新潟県,2025年,総数,40歳～44歳,-87
転入超過数,新潟県,2025年,総数,45歳～49歳,-43
転入超過数,新潟県,2025年,総数,50歳～54歳,-133
転入超過数,新潟県,2025年,総数,55歳～59歳,-30
転入超過数,新潟県,2025年,総数,60歳～64歳,73
転入超過数,新潟県,2025年,総数,65歳～69歳,10
転入超過数,新潟県,2025年,総数,70歳～74歳,24
転入超過数,新潟県,2025年,総数,75歳～79歳,-28
転入超過数,新潟県,2025年,総数,80歳～84歳,-94
転入超過数,新潟県,2025年,総数,85歳～89歳,-99
転入超過数,新潟県,2025年,総数,90歳以上,-81
転入超過数,新潟県,2025年,男,総数,-2483
転入超過数,新潟県,2025年,男,0歳～4歳,10
転入超過数,新潟県,2025年,男,5歳～9歳,-12
転入超過数,新潟県,2025年,男,10歳～14歳,-32
転入超過数,新潟県,2025年,男,15歳～19歳,-380
転入超過数,新潟県,2025年,男,20歳～24歳,-1486
転入超過数,新潟県,2025年,男,25歳～29歳,-482
転入超過数,新潟県,2025年,男,30歳～34歳,-53
転入超過数,新潟県,2025年,男,35歳～39歳,-84
転入超過数,新潟県,2025年,男,40歳～44歳,-52
転入超過数,新潟県,2025年,男,45歳～49歳,20
転入超過数,新潟県,2025年,男,50歳～54歳,-43
転入超過数,新潟県,2025年,男,55歳～59歳,21
転入超過数,新潟県,2025年,男,60歳～64歳,96
転入超過数,新潟県,2025年,男,65歳～69歳,11
転入超過数,新潟県,2025年,男,70歳～74歳,32
転入超過数,新潟県,2025年,男,75歳～79歳,9
転入超過数,新潟県,2025年,男,80歳～84歳,-18
転入超過数,新潟県,2025年,男,85歳～89歳,-25
転入超過数,新潟県,2025年,男,90歳以上,-15
転入超過数,新潟県,2025年,女,総数,-3896
転入超過数,新潟県,2025年,女,0歳～4歳,56
転入超過数,新潟県,2025年,女,5歳～9歳,-24
転入超過数,新潟県,2025年,女,10歳～14歳,-27
転入超過数,新潟県,2025年,女,15歳～19歳,-442
転入超過数,新潟県,2025年,女,20歳～24歳,-2276
転入超過数,新潟県,2025年,女,25歳～29歳,-533
転入超過数,新潟県,2025年,女,30歳～34歳,-133
転入超過数,新潟県,2025年,女,35歳～39歳,7
転入超過数,新潟県,2025年,女,40歳～44歳,-35
転入超過数,新潟県,2025年,女,45歳～49歳,-63
転入超過数,新潟県,2025年,女,50歳～54歳,-90
転入超過数,新潟県,2025年,女,55歳～59歳,-51
転入超過数,新潟県,2025年,女,60歳～64歳,-23
転入超過数,新潟県,2025年,女,65歳～69歳,-1
転入超過数,新潟県,2025年,女,70歳～74歳,-8
転入超過数,新潟県,2025年,女,75歳～79歳,-37
転入超過数,新潟県,2025年,女,80歳～84歳,-76
転入超過数,新潟県,2025年,女,85歳～89歳,-74
転入超過数,新潟県,2025年,女,90歳以上,-66
転入超過数,富山県,2025年,総数,総数,-2324
転入超過数,富山県,2025年,総数,0歳～4歳,16
転入超過数,富山県,2025年,総数,5歳～9歳,-14
転入超過数,富山県,2025年,総数,10歳～14歳,-8
転入超過数,富山県,2025年,総数,15歳～19歳,-423
転入超過数,富山県,2025年,総数,20歳～24歳,-1269
転入超過数,富山県,2025年,総数,25歳～29歳,-668
転入超過数,富山県,2025年,総数,30歳～34歳,-211
転入超過数,富山県,2025年,総数,35歳～39歳,15
転入超過数,富山県,2025年,総数,40歳～44歳,93
転入超過数,富山県,2025年,総数,45歳～49歳,23
転入超過数,富山県,2025年,総数,50歳～54歳,16
転入超過数,富山県,2025年,総数,55歳～59歳,53
転入超過数,富山県,2025年,総数,60歳～64歳,69
転入超過数,富山県,2025年,総数,65歳～69歳,34
転入超過数,富山県,2025年,総数,70歳～74歳,3
転入超過数,富山県,2025年,総数,75歳～79歳,-19
転入超過数,富山県,2025年,総数,80歳～84歳,-11
転入超過数,富山県,2025年,総数,85歳～89歳,5
転入超過数,富山県,2025年,総数,90歳以上,-28
転入超過数,富山県,2025年,男,総数,-909
転入超過数,富山県,2025年,男,0歳～4歳,-13
転入超過数,富山県,2025年,男,5歳～9歳,-16
転入超過数,富山県,2025年,男,10歳～14歳,-8
転入超過数,富山県,2025年,男,15歳～19歳,-178
転入超過数,富山県,2025年,男,20歳～24歳,-475
転入超過数,富山県,2025年,男,25歳～29歳,-417
転入超過数,富山県,2025年,男,30歳～34歳,-113
転入超過数,富山県,2025年,男,35歳～39歳,56
転入超過数,富山県,2025年,男,40歳～44歳,61
転入超過数,富山県,2025年,男,45歳～49歳,16
転入超過数,富山県,2025年,男,50歳～54歳,36
転入超過数,富山県,2025年,男,55歳～59歳,42
転入超過数,富山県,2025年,男,60歳～64歳,50
転入超過数,富山県,2025年,男,65歳～69歳,27
転入超過数,富山県,2025年,男,70歳～74歳,15
転入超過数,富山県,2025年,男,75歳～79歳,-2
転入超過数,富山県,2025年,男,80歳～84歳,7
転入超過数,富山県,2025年,男,85歳～89歳,8
転入超過数,富山県,2025年,男,90歳以上,-5
転入超過数,富山県,2025年,女,総数,-1415
転入超過数,富山県,2025年,女,0歳～4歳,29
転入超過数,富山県,2025年,女,5歳～9歳,2
転入超過数,富山県,2025年,女,10歳～14歳,0
転入超過数,富山県,2025年,女,15歳～19歳,-245
転入超過数,富山県,2025年,女,20歳～24歳,-794
転入超過数,富山県,2025年,女,25歳～29歳,-251
転入超過数,富山県,2025年,女,30歳～34歳,-98
転入超過数,富山県,2025年,女,35歳～39歳,-41
転入超過数,富山県,2025年,女,40歳～44歳,32
転入超過数,富山県,2025年,女,45歳～49歳,7
転入超過数,富山県,2025年,女,50歳～54歳,-20
転入超過数,富山県,2025年,女,55歳～59歳,11
転入超過数,富山県,2025年,女,60歳～64歳,19
転入超過数,富山県,2025年,女,65歳～69歳,7
転入超過数,富山県,2025年,女,70歳～74歳,-12
転入超過数,富山県,2025年,女,75歳～79歳,-17
転入超過数,富山県,2025年,女,80歳～84歳,-18
転入超過数,富山県,2025年,女,85歳～89歳,-3
転入超過数,富山県,2025年,女,90歳以上,-23
転入超過数,石川県,2025年,総数,総数,-2774
転入超過数,石川県,2025年,総数,0歳～4歳,-7
転入超過数,石川県,2025年,総数,5歳～9歳,-39
転入超過数,石川県,2025年,総数,10歳～14歳,-76
転入超過数,石川県,2025年,総数,15歳～19歳,208
転入超過数,石川県,2025年,総数,20歳～24歳,-1981
転入超過数,石川県,2025年,総数,25歳～29歳,-577
転入超過数,石川県,2025年,総数,30歳～34歳,-139
転入超過数,石川県,2025年,総数,35歳～39歳,-45
転入超過数,石川県,2025年,総数,40歳～44歳,-15
転入超過数,石川県,2025年,総数,45歳～49歳,4
転入超過数,石川県,2025年,総数,50歳～54歳,0
転入超過数,石川県,2025年,総数,55歳～59歳,-8
転入超過数,石川県,2025年,総数,60歳～64歳,17
転入超過数,石川県,2025年,総数,65歳～69歳,-4
転入超過数,石川県,2025年,総数,70歳～74歳,-5
転入超過数,石川県,2025年,総数,75歳～79歳,-9
転入超過数,石川県,2025年,総数,80歳～84歳,-27
転入超過数,石川県,2025年,総数,85歳～89歳,-34
転入超過数,石川県,2025年,総数,90歳以上,-37
転入超過数,石川県,2025年,男,総数,-965
転入超過数,石川県,2025年,男,0歳～4歳,-3
転入超過数,石川県,2025年,男,5歳～9歳,-21
転入超過数,石川県,2025年,男,10歳～14歳,-18
転入超過数,石川県,2025年,男,15歳～19歳,195
転入超過数,石川県,2025年,男,20歳～24歳,-972
転入超過数,石川県,2025年,男,25歳～29歳,-192
転入超過数,石川県,2025年,男,30歳～34歳,-38
転入超過数,石川県,2025年,男,35歳～39歳,-49
転入超過数,石川県,2025年,男,40歳～44歳,55
転入超過数,石川県,2025年,男,45歳～49歳,23
転入超過数,石川県,2025年,男,50歳～54歳,15
転入超過数,石川県,2025年,男,55歳～59歳,8
転入超過数,石川県,2025年,男,60歳～64歳,33
転入超過数,石川県,2025年,男,65歳～69歳,5
転入超過数,石川県,2025年,男,70歳～74歳,6
転入超過数,石川県,2025年,男,75歳～79歳,10
転入超過数,石川県,2025年,男,80歳～84歳,-4
転入超過数,石川県,2025年,男,85歳～89歳,-8
転入超過数,石川県,2025年,男,90歳以上,-10
転入超過数,石川県,2025年,女,総数,-1809
転入超過数,石川県,2025年,女,0歳～4歳,-4
転入超過数,石川県,2025年,女,5歳～9歳,-18
転入超過数,石川県,2025年,女,10歳～14歳,-58
転入超過数,石川県,2025年,女,15歳～19歳,13
転入超過数,石川県,2025年,女,20歳～24歳,-1009
転入超過数,石川県,2025年,女,25歳～29歳,-385
転入超過数,石川県,2025年,女,30歳～34歳,-101
転入超過数,石川県,2025年,女,35歳～39歳,4
転入超過数,石川県,2025年,女,40歳～44歳,-70
転入超過数,石川県,2025年,女,45歳～49歳,-19
転入超過数,石川県,2025年,女,50歳～54歳,-15
転入超過数,石川県,2025年,女,55歳～59歳,-16
転入超過数,石川県,2025年,女,60歳～64歳,-16
転入超過数,石川県,2025年,女,65歳～69歳,-9
転入超過数,石川県,2025年,女,70歳～74歳,-11
転入超過数,石川県,2025年,女,75歳～79歳,-19
転入超過数,石川県,2025年,女,80歳～84歳,-23
転入超過数,石川県,2025年,女,85歳～89歳,-26
転入超過数,石川県,2025年,女,90歳以上,-27
転入超過数,福井県,2025年,総数,総数,-3157
転入超過数,福井県,2025年,総数,0歳～4歳,31
転入超過数,福井県,2025年,総数,5歳～9歳,-32
転入超過数,福井県,2025年,総数,10歳～14歳,-3
転入超過数,福井県,2025年,総数,15歳～19歳,-337
転入超過数,福井県,2025年,総数,20歳～24歳,-1579
転入超過数,福井県,2025年,総数,25歳～29歳,-686
転入超過数,福井県,2025年,総数,30歳～34歳,-230
転入超過数,福井県,2025年,総数,35歳～39歳,-39
転入超過数,福井県,2025年,総数,40歳～44歳,-14
転入超過数,福井県,2025年,総数,45歳～49歳,-67
転入超過数,福井県,2025年,総数,50歳～54歳,-104
転入超過数,福井県,2025年,総数,55歳～59歳,41
転入超過数,福井県,2025年,総数,60歳～64歳,-14
転入超過数,福井県,2025年,総数,65歳～69歳,-41
転入超過数,福井県,2025年,総数,70歳～74歳,2
転入超過数,福井県,2025年,総数,75歳～79歳,3
転入超過数,福井県,2025年,総数,80歳～84歳,-18
転入超過数,福井県,2025年,総数,85歳～89歳,-44
転入超過数,福井県,2025年,総数,90歳以上,-26
転入超過数,福井県,2025年,男,総数,-1443
転入超過数,福井県,2025年,男,0歳～4歳,17
転入超過数,福井県,2025年,男,5歳～9歳,1
転入超過数,福井県,2025年,男,10歳～14歳,1
転入超過数,福井県,2025年,男,15歳～19歳,-148
転入超過数,福井県,2025年,男,20歳～24歳,-646
転入超過数,福井県,2025年,男,25歳～29歳,-361
転入超過数,福井県,2025年,男,30歳～34歳,-151
転入超過数,福井県,2025年,男,35歳～39歳,-44
転入超過数,福井県,2025年,男,40歳～44歳,-15
転入超過数,福井県,2025年,男,45歳～49歳,-56
転入超過数,福井県,2025年,男,50歳～54歳,-61
転入超過数,福井県,2025年,男,55歳～59歳,41
転入超過数,福井県,2025年,男,60歳～64歳,0
転入超過数,福井県,2025年,男,65歳～69歳,-16
転入超過数,福井県,2025年,男,70歳～74歳,9
