"統計名：","住民基本台帳人口移動報告 年報（実数）"
"表番号：","1"
"表題：","男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2010年～）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","/表章項目 コード","01","01","01","02","02","02","03","03","03","04","04","04"
"","","","","","","","","","/表章項目 補助コード","-","-","-","-","-","-","-","-","-","-","-","-"
"","","","","","","","","","/表章項目","都道府県（自都市）内移動者数【人】","都道府県（自都市）内移動者数【人】","都道府県（自都市）内移動者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）からの転入者数【人】","他都道府県（他市町村）への転出者数【人】","他都道府県（他市町村）への転出者数【人】","他都道府県（他市町村）への転出者数【人】","転入超過数【人】","転入超過数【人】","転入超過数【人】"
"","","","","","","","","","/性別 コード","0","1","2","0","1","2","0","1","2","0","1","2"
"","","","","","","","","","/性別 補助コード","-","-","-","-","-","-","-","-","-","-","-","-"
"国籍 コード","国籍 補助コード","国籍","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","地域 コード","地域 補助コード","地域","/性別","総数","男","女","総数","男","女","総数","男","女","総数","男","女"
"60000","","移動者","2024000000","","2024年","23000","","愛知県","","208,419","112,900","95,519","121,643","71,774","49,869","128,935","76,688","52,247","-7,292","-4,914","-2,378"
"60000","","移動者","2024000000","","2024年","24000","","三重県","","23,714","12,692","11,022","29,762","18,065","11,697","36,088","21,348","14,740","-6,326","-3,283","-3,043"
"60000","","移動者","2024000000","","2024年","25000","","滋賀県","","19,681","10,607","9,074","29,971","17,262","12,709","30,291","17,765","12,526","-320","-503","183"
"60000","","移動者","2024000000","","2024年","26000","","京都府","","47,531","23,568","23,963","57,793","30,737","27,056","62,554","33,984","28,570","-4,761","-3,247","-1,514"
"60000","","移動者","2024000000","","2024年","27000","","大阪府","","244,580","124,108","120,472","183,472","98,705","84,767","166,624","92,419","74,205","16,848","6,286","10,562"
"60000","","移動者","2024000000","","2024年","28000","","兵庫県","","98,121","49,110","49,011","92,370","50,076","42,294","99,657","54,350","45,307","-7,287","-4,274","-3,013"
"60000","","移動者","2024000000","","2024年","29000","","奈良県","","14,950","7,347","7,603","23,382","12,328","11,054","25,503","13,310","12,193","-2,121","-982","-1,139"
"60000","","移動者","2024000000","","2024年","30000","","和歌山県","","9,658","4,850","4,808","11,493","6,489","5,004","14,290","7,621","6,669","-2,797","-1,132","-1,665"
"60000","","移動者","2024000000","","2024年","31000","","鳥取県","","5,135","2,616","2,519","7,995","4,556","3,439","9,825","5,484","4,341","-1,830","-928","-902"
"60000","","移動者","2024000000","","2024年","32000","","島根県","","6,885","3,703","3,182","10,189","5,793","4,396","12,199","6,630","5,569","-2,010","-837","-1,173"
"60000","","移動者","2024000000","","2024年","33000","","岡山県","","30,931","15,582","15,349","27,955","15,831","12,124","33,538","18,377","15,161","-5,583","-2,546","-3,037"
"60000","","移動者","2024000000","","2024年","34000","","広島県","","55,899","28,867","27,032","43,389","25,554","17,835","54,100","30,643","23,457","-10,711","-5,089","-5,622"
"60000","","移動者","2024000000","","2024年","35000","","山口県","","16,874","9,024","7,850","21,716","12,777","8,939","26,073","14,593","11,480","-4,357","-1,816","-2,541"
"60000","","移動者","2024000000","","2024年","36000","","徳島県","","9,472","4,649","4,823","8,750","4,935","3,815","11,574","6,327","5,247","-2,824","-1,392","-1,432"
"60000","","移動者","2024000000","","2024年","37000","","香川県","","10,991","5,716","5,275","16,151","9,290","6,861","18,737","10,549","8,188","-2,586","-1,259","-1,327"
"60000","","移動者","2024000000","","2024年","38000","","愛媛県","","16,280","8,429","7,851","17,073","10,016","7,057","22,267","12,100","10,167","-5,194","-2,084","-3,110"
"60000","","移動者","2024000000","","2024年","39000","","高知県","","9,854","5,057","4,797","8,325","4,941","3,384","11,446","6,212","5,234","-3,121","-1,271","-1,850"
"60000","","移動者","2024000000","","2024年","40000","","福岡県","","151,824","75,761","76,063","102,948","57,391","45,557","98,788","55,453","43,335","4,160","1,938","2,222"
"60000","","移動者","2024000000","","2024年","41000","","佐賀県","","9,797","4,814","4,983","15,480","8,448","7,032","17,346","9,366","7,980","-1,866","-918","-948"
